"","X0.0...2","X7469300.0","X623920.0","X1499700.0","X49746.0","X1218000.0","X208000.0","X266390.0","X211890.0","X320890.0","X647120.0","X98406.0","X671840.0","X171850.0","X7982100.0","X758820.0","X2.4556E7","X964790.0","X181770.0","X825140.0","X83304.0","X302730.0","X82118.0","X1257200.0","X0.0...26","X91684.0","X1.6003E8","X538160.0","X1724100.0","X352020.0","X0.0...32","X0.0...33","X5381900.0","X2014200.0","X169150.0","X228510.0","X218710.0","X150270.0","X437060.0","X3866400.0","X74042.0","X708270.0","X882940.0","X206670.0","X2.1172E8","X2.9193E7","X0.0...48","X0.0...49","X3.7331E9","X1.7592E7","X564300.0","X245980.0","X631180.0","X1634100.0","X0.0...56","X70499.0","X778960.0","X0.0...59","X5167400.0","X153510.0","X238060.0","X0.0...63","X122910.0","X102580.0","X479620.0","X0.0...68","X1615000.0","X126500.0","X1088800.0","X1377700.0","X0.0...74","X7958500.0","X155140.0","X1067700.0","X974880.0","X43847.0","X1.0752E7","X1118400.0","X168330.0","X4555800.0","X3174000.0","X191740.0","X6504300.0","X1757200.0","X61025.0","X49052.0","X142310.0","X851360.0","X1720300.0","X0.0...96","X0.0...97","X658640.0","X1.4446E7","X255370.0","X202520.0","X2122300.0","X1.025E7","X152300.0","X1317500.0","X427580.0","X591490.0","X3.497E9","X3434400.0","X743070.0","X1054400.0","X3438000.0","X3669000.0","X208730.0","X131840.0","X400380.0","X1060000.0","X536760.0","X1943500.0","X1586800.0","X985030.0","X0.0...122","X741360.0","X312580.0","X52311.0","X129800.0","X3564600.0","X663430.0","X967840.0","X930210.0","X0.0...131","X3936300.0","X569620.0","X600350.0","X0.0...135","X118290.0","X662990.0","X0.0...138","X307800.0","X1141800.0","X204290.0","X1.2171E7","X160880.0","X3450400.0","X512170.0","X5124500.0","X158060.0","X1285500.0","X1933500.0","X122800.0","X106250.0","X6435800.0","X8813400.0","X133280.0","X1197500.0","X377020.0","X2960700.0","X209720.0","X430800.0","X146080.0","X634070.0","X99922.0","X9836700.0","X72594.0","X2612500.0","X3496900.0","X93236.0","X1211500.0","X407120.0","X1.1491E8","X706930.0","X1050400.0","X0.0...177","X5474500.0","X157740.0","X2315900.0","X288590.0","X127530.0","X779140.0","X555880.0","X1159300.0","X303960.0","X1505400.0","X0.0...192","X116280.0","X403450.0","X0.0...195","X4190300.0","X339490.0","X253590.0","X1640600.0","X1697100.0","X2087800.0","X2423100.0","X2699900.0","X1.0715E7","X2884200.0","X0.0...207","X388900.0","X2.5808E7","X7607500.0","X4966700.0","X121810.0","X3546300.0","X6.4176E7","X3338900.0","X1180500.0","X140120.0","X141370.0","X106770.0","X69654.0","X525220.0","X2791400.0","X1589300.0","X1.6496E7","X2643600.0","X6.8735E7","X884150.0","X408290.0","X2192200.0","X446330.0","X3.6202E8","X3986700.0","X1027700.0","X389320.0","X3.5705E8","X2.6412E7","X2.2529E7","X4.7414E7","X1927200.0","X0.0...242","X5413200.0","X2.7531E8","X2.7623E7","X8670900.0","X1790900.0","X6721700.0","X0.0...250","X0.0...251","X577450.0","X4197800.0","X339620.0","X886030.0","X0.0...256","X411380.0","X423720.0","X412630.0","X123460.0","X502500.0","X1.2638E8","X2318500.0","X4679300.0","X524520.0","X0.0...267","X378770.0","X0.0...270","X340640.0","X0.0...273","X288900.0","X0.0...275","X0.0...276","X132500.0","X89044.0","X213660.0","X0.0...282","X0.0...283","X148300.0","X94779.0","X89779.0","X8221200.0","X0.0...291","X1922200.0","X262110.0","X428470.0","X202460.0","X602810.0","X275610.0","X1335600.0","X343050.0","X211310.0","X1.0264E7","X4861200.0","X5983100.0","X2309800.0","X565540.0","X186620.0","X2345300.0","X0.0...309","X2088100.0","X570090.0","X62747.0","X23982.0","X1.2559E8","X1.7496E7","X267830.0","X0.0...317","X214120.0","X312490.0","X139190.0","X105250.0","X3111100.0","X9.6883E7","X448290.0","X1429600.0","X1.2843E8","X1669300.0","X7.0103E7","X1.861E9","X2148000.0","X2484200.0","X56128.0","X7674100.0","X4.0509E9","X1.2162E7","X1708200.0","X445290.0","X1691400.0","X3411400.0","X3457900.0","X774950.0","X1.9499E8","X93787.0","X2.1648E8","X48865.0","X2759200.0","X694010.0","X3681100.0","X8559800.0","X1.4813E7","X644810.0","X2470100.0","X81953.0","X4037500.0","X4.9374E7","X776490.0","X4407300.0","X359890.0","X0.0...364","X821070.0","X1547900.0","X156010.0","X1.5934E8","X6232600.0","X4756100.0","X0.0...371","X59784.0","X377910.0","X1365700.0","X1564500.0","X2184300.0","X1730600.0","X0.0...379","X2361600.0","X1960400.0","X175260.0","X0.0...383","X337790.0","X6679600.0","X660000.0","X496750.0","X378010.0","X2670200.0","X625390.0","X0.0...392","X90305.0","X1832200.0","X555870.0","X292070.0","X4412800.0","X393530.0","X1151900.0","X1249700.0","X100670.0","X691810.0","X4474300.0","X123140.0","X1321100.0","X246140.0","X102840.0","X1.6312E8","X1.594E8","X498590.0","X254230.0","X1.0291E7","X2148900.0","X84048.0","X4380500.0","X8269600.0","X4812700.0","X4.3446E7","X3438500.0","X171040.0","X2390000.0","X414930.0","X408540.0","X6579000.0","X48299.0","X375090.0","X764020.0","X1061900.0","X1229600.0","X1.435E7","X287660.0","X0.0...439","X599560.0","X213470.0","X390100.0","X1.337E7","X84069.0","X328460.0","X2.368E7","X212480.0","X208750.0","X1591600.0","X611920.0","X949870.0","X51974.0","X199270.0","X471710.0","X4175700.0","X89634.0","X177910.0","X961980.0","X0.0...462","X4594100.0","X329080.0","X0.0...465","X686080.0","X37781.0","X861250.0","X106930.0","X1633100.0","X0.0...471","X9.5577E7","X732530.0","X0.0...475","X1.5216E7","X7852000.0","X0.0...478","X495220.0","X3395500.0","X239810.0","X2.3682E7","X281590.0","X7351400.0","X258780.0","X2.1374E8","X0.0...487","X2.2904E7","X0.0...489","X0.0...490","X3313500.0","X159130.0","X4.8221E8","X137290.0","X121770.0","X248690.0","X0.0...498","X3483100.0","X6306500.0","X543660.0","X0.0...502","X1410800.0","X363110.0","X4156100.0","X0.0...508","X2756400.0","X2.039E7","X2895700.0","X3472300.0","X209170.0","X110010.0","X0.0...517","X0.0...518","X0.0...519","X2612600.0","X0.0...521","X3.6743E7","X2.7571E7","X0.0...524"
"1",143710,2851200,512360,2430900,221040,608220,235230,190100,252320,10503.5663731731,505930,23772.5051770469,214530,54997,25071000,908480,18434000,1313800,246550,335850,98996,216810,37538,863020,156075.343589699,154660,9256400,221720,923910,545300,450190,591560,2696500,1151900,183690,15470.4392202624,357380,126450,372640,3353800,2024900,407630,567600,44063.7037026993,236710000,52118000,93244,20205.7314470303,3404800000,11965000,402470,110450,427240,2268500,48910,100430,448230,31837.3316961832,2308000,7813.05374654613,258230,30491,116150,91279,444820,43513.1271735876,93892.8871713616,19029.4930587831,899459.999999999,740250,27448.5457112244,7848200,43796.4819266519,877630,978050,17611.2963532024,9065000,650070,96058.0000000001,6017600,778599.999999999,144640,5420000,3001500,25009.7589816797,43423,62093,954360,461290,264080,835120.000000001,462160,73533,221020,25851.7819111169,2822100,5697700,19317.454150662,479040,497880,359780,2.245e+09,2466100,3554300,449350,83791.7667308168,1175500,55365,272850,357190,922360,332970,842400,482250,378850,109420,1076700,6596200,27429.617084338,12887.0527253663,2022000,882740,832930,1988000,12289.8163926981,4555300,277830,434520,11321,116030,1217200,487600,543160,195300,93616.9999999999,8227900,319020,2882800,166550,7567400,207640,1968000,2349400,179830,86818,3495000,4011600,76472.4900859193,824190.000000001,390630,587820,96705,417900,111160,250410,74956,1274000,65177,1145300,4678200,22789.5077512593,490590,59664,42143000,647759.999999999,658530,117163.988392842,2526000,207400,1884600,303440,149010,353380,537630,117114.656134363,349410,911759.999999999,24071.8276650537,136580,191450,123830,1923900,188480,193560,2324600,1930100,2519800,2245100,5394400,7168500,1511100,450650,756750,7238600,5255600,2443300,26864.4123618176,6429000,38930000,1513800,35400.0297109532,554860,537670,151410,102060,845300,3073600,327950,1815900,1427400,99515000.0000001,138380,1513900,3599200,39694.3990285666,584609999.999999,5221400,816240,77994,353390000.000001,54187000.0000001,84353999.9999999,75824999.9999999,2198200,715770,7663900,229970000,79795999.9999999,5714100,36089.7134747143,5371400,142360,52529,717990,3715400,254010,2739100,749455.414792684,408090,452930,227100,1408500,163240,98298999.9999999,2219800,679700.000000001,217150,29245,250180,43831.9153635595,102700,253820,523720,22047.3072664663,30739.9860177347,872100,112620,463640,50942.045542303,20954.6241730969,104340,49347,37843.8507673805,1166954.06152707,935800,2318700,25755.7487906006,641020,240700,250090,95049,1020000,50212,362200,9313699.99999999,2994200,3867400,2199600,385020,288400,954220,26234,1446900,144250,74864,36462.2308235539,155220000,3793700,214890,604060,43122,272770,217700,133920,1873700,46735999.9999999,60562,1798800,35708999.9999999,1056700,1e+08,781970000.000001,7784200,812250,43507,7279200,3045400000,8414700,1461800,325390,229080,3541700,2564800,277630,102830000,25866.6070037457,53942000,341410,2715100,841510,1071200,5109700,3372100,210400,1618700,19281.6994201197,1702500,12111000,10832.3549379692,3660000,433900,89679.5946020057,383390,1982800,72633,79765999.9999999,2481100,3213800,34385.9123100561,51194.8460322593,246980,666080.000000001,1032500,1270100,1497700,38333.9478173988,5267900,1938100,37677.8213232651,29948,665700,757860,884170,17462.4572041471,2322700,1219100,1169100,23850.1057078775,128420,1152600,136710,65769,6103200,95187.0000000001,1146300,804910.000000001,38404,102660,1926300,83742,650350,200090,164040,79762000.0000001,176540000,258120,24125.5541705532,8183100,2562500,73738,2321700,50400.6854843649,2827900,41978000,1977900,728190,161740,231610,589820,4742100,18373,409020,629200,14016000,425200,25696000,219420,23553.3210107611,226350,154110,237230,18504000,14372.9412265312,289490,24223000,740600,151530,1373100,135690,563940,18689.7889387287,146950,315570,4801200,188110,60722,731480,4002000,7687600,751480,252120,352610,92656.9999999999,22455.9874564104,60396,197320,23869.792164935,95034999.9999999,2805000,28115.5833005759,10401000,432020,25426,3086300,3978700,50857,3514600,45370,9997699.99999998,406220,377200000,35168.9243898515,73613000.0000001,101860,86884.9999999999,628400,129110,584099999.999999,33585.4922493545,109820,167870,18614.8515685046,4901600,5681500,547840,23933.6769112421,1302900,304420,2297800,39633.9821115135,5373600,12878.765356277,2676100,1708000,124270,193580,73548.0000000001,22351.5516282073,74400.4062807987,2966700,11905.423430868,15698000,21925000,31932.5384893166
"2",93204.3906590844,14140000,1375100,3556900,188680,848709.999999999,203980,664660,510610,707230.000000001,509940,23574.1364201037,747119.999999999,263680,37761000.0000001,1589200,46299999.9999999,6939100,274590,1271900,150470,479100,37224.5718417057,1868900,2422500,381610,194120000,1326100,3646800,359280,113200,160910,7959600,1369600,812100,1111000,334280,148780,398550,9224399.99999999,546790,712950,3153000,478310,627909999.999999,95690000.0000001,2504400,162180,4609800000.00001,25614000,1462200,198320,118366.476923912,2301500,171920,260530,882960,32347.0846923562,7733200,132460,772620,18141.0217993878,1431200,100590,1923300,79090,705970,140230,2956200,1610500,27665.3988912452,19526000,44818.8658530318,3499800,1533100,19196.6768070229,12935000,997500,534680,16538000,7504400,485720,11011000,2800900,117600,267810,8996499.99999999,4705700,773880,368860,289900,39070.3435294504,8752200,800990,442660,3637600,7764600,566780,940950.000000001,1489500,238140,7158299999.99999,8568800,4523200,1099500,2310000,2148900,539440,702890,1137800,2416300,376370,5073000,1501000,1442000,245690,2113400,78575.8105359644,62673,12918.0305822361,5696500,378770,1609400,3830000,11224.7245865917,9915599.99999999,1550700,1959300,112610,356200,1115700,45438.6037391768,944169.999999999,1847100,269720,7086700,251370,8473600,549120,6195100,613660,9744999.99999999,1389800,228280,320030,12875000,8819400,286670,774410,644590,2631600,564730,563640,13137.0069523425,879340.000000001,25041.6206777456,35729999.9999999,304320,1808400,3242100,416790,1667000,1312800,96179000,186680,909670,139642.152693766,8220800,260190,3150100,845850.000000001,373990,1813300,1228200,146610,482250,1213700,68143,568960,12079.7539223663,135720,4333400,292370,581780,1025300,2205300,3663800,718340,8418400.00000001,9000300.00000001,3484200,220985.563933068,979839.999999999,28345000,28095000,7187400,542990,16091000,84226999.9999999,1701100,407290,328350,273830,450340,19140.4785006785,1321900,8786800,4066800,18811000,2279800,143330000,1238400,1532300,359490,834420.000000001,366550000,1084100,379500,30014.021663298,138460000,35965000,68277000.0000001,29936000,1106900,58595.0140593341,87633.3782267299,48401000,17297000,1977800,16401.3711813311,8567000,53516,27399.0854609694,652458.031740688,6518000,1322400,609540,1249405.70895817,334910,612020,265950,785620,695050,151290000,3495500,2256600,824470,33026,31896.9576966066,56778,221220,89010.3497256306,184910,36634.4842530459,442080,1977000,1041800,517080,176480,20889.7062473611,290460,117000,144140,6637500,196829.852956405,6559600,302710,391170,262470,749900,1069900,1039900,469540,377190,22566000,1764900,13062000,2814600,539620,479530,6371100,26182.5412185784,4355200,833930.000000001,28737.888943921,120270,351520000,16658000,107370,1808600,149490,426550,189810,259960,5977600,72511999.9999999,346560,2902500,123830000,1972900,385750000,1848100000,8025400,5009900,404800,14409000,4101300000.00001,25805000,2719300,611170,1287800,6470100,5912100,2707800,186910000,210480,481770000.000001,161330,11820000,3406600,6318900,6242200,63972000.0000001,1196000,2231700,290550,2662200,50230999.9999999,19803.0993081618,11989000,1561600,90480.1479195506,2493700,4430600,158390,322380000,12056000,7461100,33809.1317542609,152720,1114600,1465400,1417700,3281200,2413500,1833600,2669100,7436100,37534.3427372704,23251.6590326307,1821400,11116000,671349.999999999,331140,1832300,3691900,987200,47489,299270,1556800,279850,88754,598840,402830,2276400,2327000,260160,637710.000000001,4259500,245900,1912800,342610,384500,390329999.999999,183820000,798380,1545400,45342000,1638300,97242,3634700,11092000,5296800,52786000,4812800,485180,1458600,152670,81751,14506000,195380,255640,1850600,2545200,1823900,22312000,552840,143970,842640.000000001,168120,378250,22132000,14390.8029433818,390390,26883000,968490,340900,11036000,484430,459420,130490,609060,278680,13140000,206670,268430,2610000,71093,3081800,1544500,764900,1633900,140700,1584300,285880,2863500,51725,408139999.999999,3837000,251670,49113000,49387000.0000001,24893.7765533998,2912200,4882900,361330,40937.8838089874,254440,20567000,566200,690470000,241520,94478000.0000001,13002.5400192204,201200,1481200,658260,1687900000,1351400,1729200,222690,153360,23156000,13497000,2060500,29857.5569028763,4936000,103780,5851400,39323.0826252496,4959000,12204.8186113122,2424100,7983800,798900,318390,23706.6063680656,138610,252350,1770100,12757.2912531829,65088999.9999999,16671000,369649999.999999
"3",67711.9982777709,4505100,232080,974160.000000001,46016.9581106254,514650,55546,329150,244990,62855,321200,23267.9912822826,171530,193690,6620100,1181600,19385000,316210,43008,286900,20001.2123086251,43913,37411.4373978058,1169100,165804.64839291,249310,29243000,234820,2705700,20423.1271757281,140050,812660,3306800,1569000,126700,1282500,226140,112420,137060,1479700,272680,955580,643580,427520,307930000,38698999.9999999,6073500,153160,1.627e+09,10565000,505710,274170,97948.4523864537,1051100,14018.1693406983,63506,208180,149320,2378500,360460,538760,5370.90537474453,28269.7385275475,79198,738960,43779,93386.3590103888,27515,909090,580030,27392.8540456996,4970900,49226,988010.000000001,488790,34043,7117300,189450,85828.0000000001,5550600,3798300,183060,4255100,1214100,27974,63247,423980,711940,4343600,57316,44459.0627091956,39194.1280990479,4413600,275180,26002.0117542242,818860.000000001,14775000,29539,574690,458320,307650,4717900000.00001,5485300,16933000,817020,72066.1585417349,748300,43829,270180,394380,369980,112470,2686600,741640,899250.000000001,533520,666550,2616200,43256,11624.0072088463,2828900,70829.7907413479,615410,2451700,12203.4780490884,11042000,509040,2831100,11292.8515444822,183510,419280,46068,110390,340290,101990,23655.7324564002,113380,793080.000000001,491740,4262700,283400,1882300,3572300,78193,187640,3181000,3852200,161120,389880,319490,4606900,456780,210090,16458.3641112651,335330,32345,7545100,221160,2122100,2883200,156020,699010,240580,59553000,60414.3494040788,370670,185482.993133785,1351000,230430,812900,820230,405920,681489.999999999,143650,145741.518008848,281170,867010.000000001,23969.4111341628,235720,154580,217700,2227300,233760,109630,295226.615490752,1613600,2014500,330410,4117100,5887000,617270,882020.000000001,462910,6473100,7997600,2237600,26966,9735400,52536000,2737500,14947.273092483,13636.7004237872,57128,71016,38845,73640.0000000001,2853700,521510,14372000,1461600,81742000,682260,28381000,987710,383270,409160000.000001,436810,256040,31933,53548000,10623000,12462000,13352000,268400,59024.3699819781,120180,37475000,9386399.99999999,269250,8681.06006820111,3356700,17167.72681453,89914,834980.000000001,2887300,229760,82541.9999999999,1205218.74989243,176700,760890,204400,17751.661018401,288220,58398000,1220700,6292000,400190,9739.05660835333,44954.280568874,144290,32946.2056133939,85473.4253647768,37757,144830,229470,113170,1074000,413160,53764.1930200087,20721.872453548,219260,146630,2366600,3301600,1185400,2748800,99321,15619000,325940,463450,1687000,248530,237440,499310,12277000,2314300,3475400,1891200,159740,206650,3853800,16699.9538408604,1087600,102920,28756.7959638601,70977,241510000,3696500,103530,23828.1895360063,151040,227950,195530,23891.9921551184,1549500,107980000,297570,374160,29263000,1042900,213780000,811179999.999999,1664800,192680,417430,3253100,2798700000,7619300,506050,89334,555710,1193500,3185500,477390,93527000,24885.7776452695,125390000,380980,3961700,196640,2741700,4207100,13603000,173170,2269800,56565,628852.169093139,7478000,18105.6463891655,824400.000000001,302860,81410.0498623159,1653200,2345800,34894,103970000,2380700,2486100,767230,51226.6951762174,448950,950730.000000001,375130,1743100,1230200,871099.999999999,194880,4030600,33323.9887157403,35557,237410,2085100,397570,17574.1917998267,1448100,1531300,244830,32053,21767.2929189479,901300,323060,33370,2884300,224300,1045400,1016100,11795.144929343,238690,2452600,86223,826770,124210,22267.0697654002,300800000,152620000,801740.000000001,2382100,8731399.99999999,1028800,41953.7549448608,1685600,1014800,2410800,32903000,2371800,205060,100261.161071057,479560,658260,7401700,30433,58410,1334600,2499500,381670,13743000,207820,24053.9975105604,42372,71166,513670,17412000,46340,1599400,15007000,1496700,1393500,3398000,176190,254400,19910.5193651354,199630,88905,16344000,17593.4232852788,143040,1203600,78540.9999999999,2096300,1123500,284500,505460,122070,827079.999999999,43286,1181000,23919.6378810453,172450000,3711600,27505.4388481551,16299000,981650,40723,2453900,1640100,139080,923139.999999999,76371,21207000,692110.000000001,442780000,258930,121130000,47399,156910,1743700,214400,964109999.999999,31959.3757577208,621880,96580,39052,4386000,6492000,1316900,88393,3714300,498380,6166400,39425.2008144664,43492,4180.05538948546,25250000,5846900,464530,145490,23725.6412566471,38177,265470,38270.6525200148,844010,26111000,22377000,113530000
"4",303360,8822700.00000001,146870,928060.000000001,62812,35851.7442263807,167700,84001,291940,47585,318700,22388.4202174992,531890,178110,24033000,820530,8849100,13359000,320920,817989.999999999,613690,107100,35392.5512983374,848640,167642.810447259,88618,232950000,110800,2198800,89911,1313200,40164,2518400,2269800,178460,2184700,353270,152120,24689.2525068437,15669000,845209.999999999,1007400,50187,358080,172250000,22295000,49439.0903405631,89716.9999999999,4062600000,26426000,754140,77859.6127307242,3923900,4005800,17201.0875388328,192030,61394.8418108734,370590,1776700,79130,576120,18963.5043755124,28291.1807377588,373220,1453300,71329,139170,49894,1292000,2385400,879939.999999999,7964400,43763.6363677674,1805400,192670,19292.8498689368,37816000,569380,316210,14867000,11442000,394870,66170.7225535883,6161000,24997.53757428,291690,1577100,3122700,3263700,444910,376870,5091500,7045100,634660,233670,1729500,19004000,19651.5085129873,816530,479450,144260,7090300000.00001,12339000,5953000,1205600,1255000,7675700,75991,1259300,357990,1393000,199390,2951600,669540,86173,43622.7339458113,4715900,7291000,27562.4599546574,212690,7457200,480450,746960,4760000,68856,17642000,1364500,2298700,78004,200010,699730,206140,3148900,795160,72118,29372.3116426093,303720,2632200,85129.0000000001,2121600,295510,9363799.99999999,13226000,141520,240860,1510000,7997200,75149.5307197833,367760,253700,1590500,233950,529220,22405.6748577333,205630,24744.9363118268,102730000,215400,865040,642670,52329,723690,518180,124480000,548430,667359.999999999,48328000.0000001,1269200,2842200,844580,610330,1245600,317850,238460,363930,218590,627390,117580,187830,124960,26267.0853095994,1494900,635540,556730,1018500,1470500,2141400,8479600,6440000,2772800,1593600,226018.306068171,926230,16586000,12334000,4104900,110600,6886800,30033000,533400,36021.4038008268,16887.1240899356,228320,51873.6017386762,50224,175100,4603100,4506100,6315900,659030,75660000,444420,28775000,2294900,610340,492090000,58116000,14113000,2809400,448550000,255040000,92948000.0000001,318410000,7049700,89380,12491000,222610000,53446999.9999999,68166000,34567.447548668,3549800,128960,27674.872060327,548574.144741577,6743500,280610,554120,1205134.0862991,860820.000000001,1375000,22033.9946815774,541430,65595,120310000,1688600,5777000,470980,16255.5375638722,2561800,50413.1639142336,142800,88610.9656040481,36275.4450839243,37881.8012313111,31484.1581289696,600050,36497.4720114587,353480,50564.2209995932,20312.0226120984,123080,24082.7708349026,2450100,7640700,305910,1269000,131570,27767000,26870.0745736535,302260,829900,535850,75712,298860,4218300,375850,601320,4266700,212310,3131300,8639900,354210,1682500,432980,28288.5731066068,124300,300750000,13376000,285810,22947.379223814,57946,529530,18094.4246766051,104640,1591400,43064000.0000001,48139.919893177,1504100,99228000,1398100,407570000,1737300000,2914900,1287600,46720,3393200,3665500000,18088000,2348900,563880,348510,3764800,3525500,367840,57701000,67030,330340000,242010,9123900.00000001,969610,189490,2006800,35272000,12862.0191489071,2235800,19267.8331989113,617953.161968828,61908000,20039.7804098522,2004500,376980,90584.7401516377,2379800,8354300,258350,506849999.999999,3803000,1994600,377070,205830,123230,560350,565400,431150,3340200,254550,16511000,2929000,37597.6247802135,23230.4195661151,552040,23387000,342770,469850,413590,2691100,227030,18060.6127540128,21544.3514665595,1568400,69012,67168,566130,28130.5479294729,709010,636880,64477,246950,598850,26838,309890,389060,174470,1.092e+09,239160000,281510,2495600,8682600,1769900,95587.9999999999,996870.000000001,11753000,1975000,44500000,794370,214210,1380200,31762.3014744008,1630300,8783700,18352.2801974655,340620,2727100,2145600,158930,50316000,383750,24016.276913597,192140,175700,468120,2795600,109000,3283800,15061000,871670,2936900,850219.999999999,14099.7965404943,134890,107270,782280,1707800,25871000,17315.14446689,217650,453770,7844600,7566100,1716400,1738800,1039600,369790,1124400,22580.2367426483,4245000,215560,285740000,10379000,173340,61910999.9999999,1729100,108630,3012900,2297500,215790,30206000,30869.534933626,31666000,2281100,983290000,304000,129500000,44643,46679.654644902,681530,623910,2352900000,166170,3492600,10170.8867716761,91279,10192000,22919000,534330,120060,3861500,964400,983650,6660700,3703200,108860000,43041000,9845399.99999998,129940,514360,328480,188590,719049.999999999,38637.6591523122,12914.5480821763,28469000,21718000,179430000
"5",99319.2081505177,15972000,270930,1043900,71680,921680,158230,423160,282090,199270,348750,47965,231180,532470,19542000,1499200,18716000,1703700,14500.6844084956,308790,31319,226890,29617.4040304099,1982400,1613200,408600,102680000,623840,2134700,259620,214610,2667900,5977100,2100000,345810,1502300,224230,277800,173390,4720900,761410,655250,1196100,447070,333300000,54313999.9999999,2754800,20522.3905087758,1221500000,15770000,653249.999999999,385130,1979800,2743000,17156.6901919816,117090,236080,31589.1318655301,4172900,480000,1633300,15514.9334454242,2234200,93649.9999999999,520110,43536.1515272966,102791.568127562,53985,1167200,1568300,26086.3994697624,13969000,57950,1287700,547730,19092.6232333592,11126000,160680,193480,9665599.99999999,2659000,578140,5133600,281300,224490,19081,1874700,497510,287520,34311.6786932551,43350.0123880529,29557.7692660463,3508500,271480,26120.6316158603,1819300,15516000,97151,809369.999999999,482010,436280,5341699999.99999,2220700,2465100,991570,83234.1412685644,322410,209210,615870,634400,1190300,685550,2333900,1005000,857690,1212800,2550500,2539900,27561.6266068573,12695.3709739935,784200,261240,574330,1329200,12224.9073125151,3284500,267970,326260,11200.5100848003,124800,1325200,43748.3786440261,804140,748980.000000001,247900,6695500,51872,2821800,496450,2961600,524460,2409900,2016300,85144,254380,4499700,43078.2829158809,201020,932980,455850,5853800,626890,281430,20502.7299273356,508910,73525.9999999999,20423000,274510,1956200,3427100,382400,866100,338730,94561000.0000001,631120,644410.000000001,3882600,3334100,383010,1390700,149690,378210,1045700,595940,78091.1238383483,101280,1460300,24076.9497458392,332520,292600,251780,2933600,496280,218400,297858.643066836,2076500,3538000,407650,5819300,7072700,914120,223440.054392357,182050,15108000,9338300,18195000,248920,7091700,47178000,64297,35907.3956712143,16952.07655216,531560,192410,60464,157530,5739600,1275000,30260000,1831500,107260000,681560,17379000,1700400,798670,316030000,345210,118450,23784.015873475,79843999.9999999,12071000,16649000,14187000,58680,60890.4073542332,2958200,59606000.0000001,11558000,60824,29535.9538613408,3957900,33173,187730,1509000,4877100,663820.000000001,107200,1298136.72193616,112760,902959.999999999,216540,22412,363930,74933000,2134500,14634000,308610,13686.2002373065,44137.3786485319,89335,32637.5681757148,87114.7300621503,37569.5155705632,271140,31109.3018591776,60179.7492354609,1955000,562110,303100,296030,207500,113280,6191400,1153699.3015369,1165700,2228500,474110,12184000,281510,433390,664239.999999999,429850,349000,101770,22860000,1175100,7809200,2524000,352530,145060,5351500,25306.1563776175,1862800,534840,28433.6130591431,52216,277190000,6987700,19329.3757867667,22911.5744402045,185660,436770,110290,96181,3281500,150580000,238070,844680,123450000,808090,134560000,1110600000,3150100,2351700,743780,9271400.00000001,3315900000,16144000,1086200,731730,714400,2622200,7790400,908359.999999999,121480000,94965.9999999999,127450000,87629,5301300,797480,2502900,13997000,46109000.0000001,320060,3758200,78705,12483000,24554000,978740,1876900,2225200,81437.8167388196,777460.000000001,2287400,83190.0000000001,184810000,6412100,5124700,642430,51226.2141636617,691560,1885300,1088500,2222000,1743700,37866.0371216241,600630,6570700,37668.5672018879,23064.2724550603,930600,10976000,311920,103790,8359400,1471300,801639.999999999,88540,120480,2003100,203250,52903,4059700,360210,935770,1648400,53827,209590,2816800,136790,1760100,191300,35702,167410000,165850000,1151400,1435900,18832000,1803400,41152.6516995287,1758300,1030800,4423400,61281999.9999999,3218800,305740,354140,614400,2013200,11164000,201350,293540,482110,1687800,636180,26323000,43591.5098583282,24006.4797779892,160480,138700,509800,25385000,75927,1694100,39420000,688390,927380,4051900,848750.000000001,562510,19098.5065710197,291790,26263.8623943199,6093700,17563.9082271043,272940,1632000,17999.5005487218,2170200,518970,152690,957130,35850,312040,34454,874210,23680.5315172772,85962999.9999999,2264600,28125.1215354555,10045000,7058000,24695.4769064937,1399100,3454700,216590,1632600,105600,13972000,509450,328810000,375330,47764000,12869.4662399785,47852.2589770687,3048200,273930,804070000.000001,32804.9505565411,786100,261070,44401,3328000,3686400,86749,29760.4141488372,656190,448540,935720,38494.2640475686,12632.3158434706,12741.5333962722,27665000,3711700,176670,100670,23453.5744535044,22461.7043290941,74490.1543275278,38149.047549108,12806.3862917427,30722000,11681000,99265999.9999999
