"Riga","Colonna","Colonna_Nome","Valore_Imputato"
12,249,"X378770.0",21470.6890313214
13,249,"X378770.0",33661.5680665754
14,249,"X378770.0",27964.301943762
15,249,"X378770.0",44892.5288350286
17,249,"X378770.0",35968.41681321
18,249,"X378770.0",14391.1296229749
20,249,"X378770.0",44882.7131830921
22,249,"X378770.0",30823.2134623396
23,249,"X378770.0",29084.110048552
24,249,"X378770.0",35199.0004793221
25,249,"X378770.0",17388.081733714
26,249,"X378770.0",29935.3930552461
27,249,"X378770.0",44550.0511656314
28,249,"X378770.0",39073.9005953773
29,249,"X378770.0",19996.1705254864
1,250,"X0.0...270",43831.9153635595
4,250,"X0.0...270",50413.1639142336
6,250,"X0.0...270",42540.5884189042
7,250,"X0.0...270",50806.4965453701
9,250,"X0.0...270",39695.5373820009
10,250,"X0.0...270",50234.368856134
11,250,"X0.0...270",41324.572280629
12,250,"X0.0...270",34569.749493274
13,250,"X0.0...270",42830.1435390253
14,250,"X0.0...270",34842.0891461318
15,250,"X0.0...270",50240.6046173861
16,250,"X0.0...270",50157.407240038
18,250,"X0.0...270",50340.9062055916
19,250,"X0.0...270",45556.4078875037
20,250,"X0.0...270",50601.2864166684
21,250,"X0.0...270",34350.4404342334
22,250,"X0.0...270",49376.7481732623
23,250,"X0.0...270",39207.4436573138
24,250,"X0.0...270",50101.1965114352
25,250,"X0.0...270",29168.2696576402
26,250,"X0.0...270",48754.0641279743
27,250,"X0.0...270",34959.3067213072
29,250,"X0.0...270",36844.575433642
3,251,"X340640.0",32946.2056133939
5,251,"X340640.0",32637.5681757148
7,251,"X340640.0",32543.1865513433
9,251,"X340640.0",31835.2541912043
12,251,"X340640.0",32662.283605126
15,251,"X340640.0",33792.9092597686
20,251,"X340640.0",33421.6251628004
23,251,"X340640.0",32271.0943188178
25,251,"X340640.0",10971.5882889353
29,251,"X340640.0",24038.4392343615
2,252,"X0.0...273",89010.3497256306
3,252,"X0.0...273",85473.4253647768
4,252,"X0.0...273",88610.9656040481
5,252,"X0.0...273",87114.7300621503
7,252,"X0.0...273",62426.9330907855
8,252,"X0.0...273",61381.6649854515
9,252,"X0.0...273",74743.8180340696
12,252,"X0.0...273",87831.3924189398
15,252,"X0.0...273",87492.3528584753
16,252,"X0.0...273",87888.7244674746
18,252,"X0.0...273",88455.4696922954
20,252,"X0.0...273",87066.6270147883
21,252,"X0.0...273",89002.831676119
23,252,"X0.0...273",88206.2500062093
24,252,"X0.0...273",87946.8709660678
25,252,"X0.0...273",64226.9071845457
29,252,"X0.0...273",85401.0594614439
4,253,"X288900.0",36275.4450839243
5,253,"X288900.0",37569.5155705632
6,253,"X288900.0",37031.4185454584
14,253,"X288900.0",36550.8256521784
16,253,"X288900.0",36677.3771094275
25,253,"X288900.0",36663.7826014332
26,253,"X288900.0",37014.3257228696
29,253,"X288900.0",36884.9664176684
1,254,"X0.0...275",22047.3072664663
2,254,"X0.0...275",36634.4842530459
4,254,"X0.0...275",37881.8012313111
7,254,"X0.0...275",37976.8515882207
8,254,"X0.0...275",22156.3505588282
11,254,"X0.0...275",38085.9022128084
12,254,"X0.0...275",34020.2758636898
14,254,"X0.0...275",37608.3952985262
16,254,"X0.0...275",37962.0229986743
17,254,"X0.0...275",38200.7820597759
18,254,"X0.0...275",37912.6029203516
20,254,"X0.0...275",38078.0149353119
21,254,"X0.0...275",37796.6963379038
22,254,"X0.0...275",35094.8549211873
23,254,"X0.0...275",37643.1968563942
25,254,"X0.0...275",37447.9455469864
26,254,"X0.0...275",38052.5107730882
27,254,"X0.0...275",32604.8167302221
28,254,"X0.0...275",36697.7489429717
29,254,"X0.0...275",35363.1732031742
1,255,"X0.0...276",30739.9860177347
4,255,"X0.0...276",31484.1581289696
5,255,"X0.0...276",31109.3018591776
6,255,"X0.0...276",27362.8392727372
9,255,"X0.0...276",31521.6808473701
11,255,"X0.0...276",31433.3609515898
12,255,"X0.0...276",19655.5892727509
14,255,"X0.0...276",29048.9777200787
15,255,"X0.0...276",29146.0205829691
17,255,"X0.0...276",30248.5793728002
18,255,"X0.0...276",30677.1414532312
20,255,"X0.0...276",31453.5853561764
22,255,"X0.0...276",31600.9229459822
25,255,"X0.0...276",30371.0689239376
27,255,"X0.0...276",30394.5841281476
28,255,"X0.0...276",30954.5522767854
29,255,"X0.0...276",31122.8207625342
5,256,"X132500.0",60179.7492354609
6,256,"X132500.0",58916.310674654
7,256,"X132500.0",50652.3433148582
8,256,"X132500.0",46292.7884735883
9,256,"X132500.0",26015.2932734341
10,256,"X132500.0",52726.7592994065
11,256,"X132500.0",26330.8863222651
12,256,"X132500.0",31411.2924480683
13,256,"X132500.0",45650.8031774589
14,256,"X132500.0",59194.2398359448
15,256,"X132500.0",58840.895261995
16,256,"X132500.0",59378.115968033
17,256,"X132500.0",58923.8839721948
19,256,"X132500.0",59368.1428008832
20,256,"X132500.0",59745.9962316423
21,256,"X132500.0",30071.4557926918
22,256,"X132500.0",51218.7859956434
23,256,"X132500.0",50756.1874980629
24,256,"X132500.0",59694.837505604
25,256,"X132500.0",13495.6510990413
26,256,"X132500.0",58424.743732467
28,256,"X132500.0",59006.1419343264
29,256,"X132500.0",26787.2176875951
4,257,"X89044.0",36497.4720114587
9,257,"X89044.0",14374.1599582666
12,257,"X89044.0",35603.2012593867
13,257,"X89044.0",14469.3534151011
14,257,"X89044.0",37304.0479009505
15,257,"X89044.0",37395.6041950197
17,257,"X89044.0",37305.7861157429
20,257,"X89044.0",35541.6834189315
21,257,"X89044.0",11810.8421347377
22,257,"X89044.0",34032.7278337657
23,257,"X89044.0",36080.9918847541
25,257,"X89044.0",23447.3752995248
27,257,"X89044.0",35047.2498655671
9,258,"X213660.0",25357.441673473
21,258,"X213660.0",25233.1055251674
23,258,"X213660.0",25230.4356587009
25,258,"X213660.0",10712.9402705992
1,259,"X0.0...282",50942.045542303
3,259,"X0.0...282",53764.1930200087
4,259,"X0.0...282",50564.2209995932
8,259,"X0.0...282",45575.7619174665
9,259,"X0.0...282",30717.8282346387
10,259,"X0.0...282",51370.6283104367
11,259,"X0.0...282",38419.4963085517
12,259,"X0.0...282",32096.6780154243
13,259,"X0.0...282",38554.4961663002
14,259,"X0.0...282",51008.1285020085
15,259,"X0.0...282",42954.1763296445
16,259,"X0.0...282",51270.8952413356
17,259,"X0.0...282",51185.9575580457
18,259,"X0.0...282",51120.8150838405
19,259,"X0.0...282",50757.8431032863
20,259,"X0.0...282",50475.8325019362
21,259,"X0.0...282",35764.6444368821
23,259,"X0.0...282",42300.0988547381
25,259,"X0.0...282",31225.5047759716
26,259,"X0.0...282",51376.5896153346
29,259,"X0.0...282",33100.3355264979
1,260,"X0.0...283",20954.6241730969
2,260,"X0.0...283",20889.7062473611
3,260,"X0.0...283",20721.872453548
4,260,"X0.0...283",20312.0226120984
6,260,"X0.0...283",20508.1385751842
7,260,"X0.0...283",20949.8196837297
8,260,"X0.0...283",18729.6549295879
9,260,"X0.0...283",20814.704254985
10,260,"X0.0...283",17729.4696659329
11,260,"X0.0...283",20481.0641800915
13,260,"X0.0...283",20188.7466701399
14,260,"X0.0...283",21218.4468917615
16,260,"X0.0...283",21236.031628203
19,260,"X0.0...283",20268.6098637589
20,260,"X0.0...283",18336.1348384915
21,260,"X0.0...283",14553.9677203897
22,260,"X0.0...283",21093.5865616579
25,260,"X0.0...283",10504.5340690432
26,260,"X0.0...283",20952.3457863073
29,260,"X0.0...283",9396.14504855731
9,261,"X148300.0",19736.2733066593
13,261,"X148300.0",19679.637106477
18,261,"X148300.0",19679.4991689518
24,261,"X148300.0",19396.9444614019
25,261,"X148300.0",6560.10553420313
27,261,"X148300.0",19570.5862911777
4,262,"X94779.0",24082.7708349026
6,262,"X94779.0",24645.0573505138
7,262,"X94779.0",24395.0054275141
9,262,"X94779.0",24538.5565290597
11,262,"X94779.0",24192.5996514969
13,262,"X94779.0",24054.3383227206
15,262,"X94779.0",24281.0721505259
17,262,"X94779.0",24173.8043424066
19,262,"X94779.0",24367.108484003
23,262,"X94779.0",24221.2890816763
25,262,"X94779.0",11605.1635244836
28,262,"X94779.0",23633.8854748404
1,263,"X89779.0",37843.8507673805
6,263,"X89779.0",37197.355123372
8,263,"X89779.0",38113.1108498406
12,263,"X89779.0",16111.2783513716
14,263,"X89779.0",37376.4467326161
18,263,"X89779.0",37844.1748505796
23,263,"X89779.0",30137.816332092
25,263,"X89779.0",37145.2583241781
27,263,"X89779.0",36380.130071263
29,263,"X89779.0",37610.376501545
1,264,"X8221200.0",1166954.06152707
5,264,"X8221200.0",1153699.3015369
7,264,"X8221200.0",1165248.96078194
12,264,"X8221200.0",1150199.01895469
14,264,"X8221200.0",1168405.10166717
19,264,"X8221200.0",1177447.76622179
22,264,"X8221200.0",1173727.41632412
28,264,"X8221200.0",1132212.04641903
29,264,"X8221200.0",1163951.37067908
2,265,"X0.0...291",196829.852956405
11,265,"X0.0...291",301769.216984116
15,265,"X0.0...291",304555.435646934
19,265,"X0.0...291",304186.797864858
24,265,"X0.0...291",301869.312845207
26,265,"X0.0...291",302812.260940939
28,265,"X0.0...291",180749.56653237
1,267,"X262110.0",25755.7487906006
6,267,"X262110.0",25421.1373242198
7,267,"X262110.0",23914.4716230514
8,267,"X262110.0",25613.5605361443
9,267,"X262110.0",23461.8908483805
10,267,"X262110.0",20426.6352062019
11,267,"X262110.0",24981.2902822743
12,267,"X262110.0",8573.25900434931
13,267,"X262110.0",25456.9004982873
14,267,"X262110.0",18163.3915851747
17,267,"X262110.0",25391.9031858497
19,267,"X262110.0",25284.7159473993
20,267,"X262110.0",25450.3306157414
22,267,"X262110.0",25363.9486143662
23,267,"X262110.0",15447.3109544978
24,267,"X262110.0",25817.3513538645
25,267,"X262110.0",9831.1140464258
27,267,"X262110.0",25203.352711168
4,269,"X202460.0",26870.0745736535
11,269,"X202460.0",28042.9988002083
13,269,"X202460.0",28001.9653118354
15,269,"X202460.0",27892.6870982046
20,269,"X202460.0",27852.6424644101
13,270,"X602810.0",23425.8756118195
29,270,"X602810.0",24161.3897873852
23,271,"X275610.0",66075.6065787064
8,272,"X1335600.0",10244.6136173035
25,272,"X1335600.0",6196.23936318828
29,272,"X1335600.0",10188.6848702574
9,273,"X343050.0",20413.6482898091
12,273,"X343050.0",26750.2835197372
13,273,"X343050.0",26288.5633214389
21,273,"X343050.0",26359.3994091948
25,273,"X343050.0",8386.61125923871
8,274,"X211310.0",101350.256161119
13,274,"X211310.0",99187.7935746297
14,274,"X211310.0",100199.60754312
21,274,"X211310.0",101226.962203419
23,274,"X211310.0",101327.765768129
25,274,"X211310.0",80530.2672208292
27,274,"X211310.0",100744.109676495
29,274,"X211310.0",99933.4920722238
9,279,"X565540.0",7086.77237786101
21,279,"X565540.0",7021.84108152038
9,280,"X186620.0",45979.1512123553
25,280,"X186620.0",20521.1051373916
2,282,"X0.0...309",26182.5412185784
3,282,"X0.0...309",16699.9538408604
5,282,"X0.0...309",25306.1563776175
7,282,"X0.0...309",25050.7923785428
8,282,"X0.0...309",13014.3623852005
9,282,"X0.0...309",25282.0054938444
10,282,"X0.0...309",25849.0198419462
11,282,"X0.0...309",25749.3783213622
12,282,"X0.0...309",25993.9295901718
13,282,"X0.0...309",25927.3381734949
15,282,"X0.0...309",26199.8178961766
16,282,"X0.0...309",21527.411235575
22,282,"X0.0...309",25860.3433287064
23,282,"X0.0...309",24572.8319155741
25,282,"X0.0...309",23781.6079019011
27,282,"X0.0...309",25224.1894198954
29,282,"X0.0...309",25273.7073069834
21,284,"X570090.0",31230.9820234943
26,284,"X570090.0",30932.7226281475
2,285,"X62747.0",28737.888943921
3,285,"X62747.0",28756.7959638601
4,285,"X62747.0",28288.5731066068
5,285,"X62747.0",28433.6130591431
6,285,"X62747.0",28469.3136341511
7,285,"X62747.0",28494.9256726881
11,285,"X62747.0",28731.2934083425
1,286,"X23982.0",36462.2308235539
6,286,"X23982.0",36359.1617811663
7,286,"X23982.0",36194.3464189201
8,286,"X23982.0",28356.0645752125
9,286,"X23982.0",31051.7713611756
10,286,"X23982.0",36446.284078758
11,286,"X23982.0",21100.1089793596
12,286,"X23982.0",19718.2744294848
13,286,"X23982.0",36376.0323493953
16,286,"X23982.0",36202.676468681
18,286,"X23982.0",35702.7836710872
19,286,"X23982.0",35920.6392466673
21,286,"X23982.0",27965.256595853
22,286,"X23982.0",36463.5769035417
23,286,"X23982.0",19411.9245688712
25,286,"X23982.0",17106.0391140233
26,286,"X23982.0",34526.0927253333
27,286,"X23982.0",31591.8570905277
28,286,"X23982.0",36464.9616902971
29,286,"X23982.0",22756.1238902131
5,289,"X267830.0",19329.3757867667
6,289,"X267830.0",7637.68757989493
8,289,"X267830.0",18613.2461185234
10,289,"X267830.0",19579.7731645732
11,289,"X267830.0",19938.5228389404
20,289,"X267830.0",19637.456158321
24,289,"X267830.0",18621.5751297393
26,289,"X267830.0",19190.9849234124
27,289,"X267830.0",19715.2371342858
28,289,"X267830.0",20020.6485955403
29,289,"X267830.0",18672.4110164868
3,290,"X0.0...317",23828.1895360063
4,290,"X0.0...317",22947.379223814
5,290,"X0.0...317",22911.5744402045
6,290,"X0.0...317",24293.9567094635
7,290,"X0.0...317",9671.17703677954
8,290,"X0.0...317",24070.5294600149
9,290,"X0.0...317",11720.0728844906
10,290,"X0.0...317",11553.6780039361
11,290,"X0.0...317",23973.3625552174
12,290,"X0.0...317",17486.5555325892
13,290,"X0.0...317",17364.7312820186
14,290,"X0.0...317",21818.1306356187
17,290,"X0.0...317",27593.9637238307
18,290,"X0.0...317",21567.2627230998
19,290,"X0.0...317",21537.1686160422
20,290,"X0.0...317",19702.1912633993
21,290,"X0.0...317",9694.63643903891
22,290,"X0.0...317",24071.8096760693
23,290,"X0.0...317",10270.0340598732
24,290,"X0.0...317",23837.4954179343
25,290,"X0.0...317",3367.21966731983
27,290,"X0.0...317",19623.7535216046
29,290,"X0.0...317",14382.303330809
9,291,"X214120.0",40077.7756037478
12,291,"X214120.0",40211.9560229259
13,291,"X214120.0",40218.7807862536
21,291,"X214120.0",39586.0330623313
23,291,"X214120.0",33764.0789815954
25,291,"X214120.0",15145.1012118598
29,291,"X214120.0",39902.5022485761
9,292,"X312490.0",34196.7776086651
12,292,"X312490.0",34124.740168471
25,292,"X312490.0",30731.3865475735
26,292,"X312490.0",33875.2135087662
4,293,"X139190.0",18094.4246766051
7,293,"X139190.0",18105.8558507702
8,293,"X139190.0",18022.5279172904
13,293,"X139190.0",18088.8150975103
21,293,"X139190.0",16725.6718889645
25,293,"X139190.0",6908.85274438098
28,293,"X139190.0",17961.9559503338
29,293,"X139190.0",17802.5084305158
3,294,"X105250.0",23891.9921551184
7,294,"X105250.0",23920.3484660594
8,294,"X105250.0",19369.0716908786
9,294,"X105250.0",18998.6559097807
13,294,"X105250.0",24025.3860580977
21,294,"X105250.0",22889.52632278
23,294,"X105250.0",23969.1667310147
25,294,"X105250.0",8660.64081881381
27,294,"X105250.0",24028.5295384225
28,294,"X105250.0",23982.9399720883
4,297,"X448290.0",48139.919893177
8,297,"X448290.0",48193.8277261821
9,297,"X448290.0",47638.5785618704
13,297,"X448290.0",45130.4375718258
21,297,"X448290.0",47387.6372707107
22,297,"X448290.0",48271.7506073036
23,297,"X448290.0",45560.4781671879
25,297,"X448290.0",26659.156799799
28,297,"X448290.0",48060.8220619687
14,298,"X1429600.0",82472.3253096537
10,304,"X2484200.0",39566.9572632439
25,309,"X1708200.0",34904.2775190161
16,311,"X1691400.0",40897.8257963241
25,311,"X1691400.0",35624.0476977353
28,311,"X1691400.0",40103.1692103757
13,314,"X774950.0",91182.4154890689
15,314,"X774950.0",96781.1670273767
21,314,"X774950.0",94892.0010298203
25,314,"X774950.0",41064.2467622865
1,316,"X93787.0",25866.6070037457
3,316,"X93787.0",24885.7776452695
7,316,"X93787.0",25510.743852691
9,316,"X93787.0",20184.6039802765
14,316,"X93787.0",25689.4567814362
15,316,"X93787.0",25682.5927794846
18,316,"X93787.0",24992.6190843019
25,316,"X93787.0",24073.7938134069
6,318,"X48865.0",37247.5767646566
8,318,"X48865.0",38119.8147567057
9,318,"X48865.0",38305.087300666
12,318,"X48865.0",18208.4102902135
18,318,"X48865.0",37781.1015061077
19,318,"X48865.0",37956.5322383027
23,318,"X48865.0",38342.6910513645
25,318,"X48865.0",19995.8393510557
27,318,"X48865.0",37544.6186396118
9,320,"X694010.0",61401.5341804904
23,320,"X694010.0",63989.4111368232
4,324,"X644810.0",12862.0191489071
9,324,"X644810.0",9615.8125685689
13,324,"X644810.0",12203.4962144675
21,324,"X644810.0",12354.3054828434
25,324,"X644810.0",1346.96368092237
29,324,"X644810.0",12649.8066993272
1,326,"X81953.0",19281.6994201197
4,326,"X81953.0",19267.8331989113
8,326,"X81953.0",19383.2723737995
9,326,"X81953.0",18737.6143982502
11,326,"X81953.0",19362.7475196738
13,326,"X81953.0",18600.5767600032
15,326,"X81953.0",19320.7465586528
19,326,"X81953.0",19374.3026632835
21,326,"X81953.0",16535.3137625244
23,326,"X81953.0",15633.9628872229
25,326,"X81953.0",8845.77149998175
27,326,"X81953.0",18731.3368287376
28,326,"X81953.0",19336.7219034518
29,326,"X81953.0",16476.2648242109
3,327,"X4037500.0",628852.169093139
4,327,"X4037500.0",617953.161968828
7,327,"X4037500.0",620408.263319774
8,327,"X4037500.0",588775.544328531
9,327,"X4037500.0",195472.490319072
12,327,"X4037500.0",295576.931817014
13,327,"X4037500.0",629370.156190591
14,327,"X4037500.0",614136.273818678
16,327,"X4037500.0",544109.50371499
17,327,"X4037500.0",598712.185502645
18,327,"X4037500.0",533986.323183914
21,327,"X4037500.0",345708.926688901
22,327,"X4037500.0",631002.879306268
23,327,"X4037500.0",526041.071943046
24,327,"X4037500.0",627162.386519615
25,327,"X4037500.0",66694.5672110938
26,327,"X4037500.0",631856.955083732
27,327,"X4037500.0",486556.019093565
28,327,"X4037500.0",612439.270080223
29,327,"X4037500.0",513048.945412861
1,329,"X776490.0",10832.3549379692
2,329,"X776490.0",19803.0993081618
3,329,"X776490.0",18105.6463891655
4,329,"X776490.0",20039.7804098522
7,329,"X776490.0",20079.1382646037
8,329,"X776490.0",19569.4306373651
9,329,"X776490.0",20135.7229030755
12,329,"X776490.0",19917.0262042904
14,329,"X776490.0",19923.3167946024
16,329,"X776490.0",20122.5020230015
17,329,"X776490.0",19902.7294090411
19,329,"X776490.0",20187.9256822633
21,329,"X776490.0",19731.9248577383
22,329,"X776490.0",20165.5490410011
23,329,"X776490.0",20085.0380948666
24,329,"X776490.0",19390.0188676208
27,329,"X776490.0",19515.533715039
28,329,"X776490.0",18850.6838429501
29,329,"X776490.0",20045.6398712308
1,332,"X0.0...364",89679.5946020057
2,332,"X0.0...364",90480.1479195506
3,332,"X0.0...364",81410.0498623159
4,332,"X0.0...364",90584.7401516377
5,332,"X0.0...364",81437.8167388196
6,332,"X0.0...364",86860.7441044887
8,332,"X0.0...364",83534.0055522476
9,332,"X0.0...364",90421.1138873868
10,332,"X0.0...364",87931.09197393
11,332,"X0.0...364",80260.151952409
12,332,"X0.0...364",88515.6356419697
13,332,"X0.0...364",86600.5467683402
15,332,"X0.0...364",90391.2805315964
16,332,"X0.0...364",68688.1046729355
17,332,"X0.0...364",71095.2394177356
18,332,"X0.0...364",89450.2442311167
22,332,"X0.0...364",58475.1258601232
24,332,"X0.0...364",90035.5800979449
26,332,"X0.0...364",89516.2126634613
27,332,"X0.0...364",90079.3721270542
28,332,"X0.0...364",55776.710965747
29,332,"X0.0...364",90026.5297007865
25,333,"X821070.0",151090.822841255
29,333,"X821070.0",159981.64115606
6,335,"X156010.0",12480.1982237619
7,335,"X156010.0",12411.1436234185
10,335,"X156010.0",12548.1937458747
11,335,"X156010.0",11284.0091994947
12,335,"X156010.0",10672.2068536015
13,335,"X156010.0",12517.1375640256
16,335,"X156010.0",12387.1013342606
21,335,"X156010.0",12485.7389195468
23,335,"X156010.0",12527.8343986702
24,335,"X156010.0",12159.1935812865
25,335,"X156010.0",5942.30072529135
27,335,"X156010.0",12264.3514937959
28,335,"X156010.0",12552.4582581874
1,339,"X0.0...371",34385.9123100561
2,339,"X0.0...371",33809.1317542609
6,339,"X0.0...371",34367.0231736804
9,339,"X0.0...371",33881.3023690529
11,339,"X0.0...371",34509.7371212248
12,339,"X0.0...371",19037.9075321538
13,339,"X0.0...371",33928.4525806158
14,339,"X0.0...371",16534.8445350982
15,339,"X0.0...371",26381.4476290929
16,339,"X0.0...371",13925.5715007321
17,339,"X0.0...371",34445.0077731228
18,339,"X0.0...371",32999.8839029622
19,339,"X0.0...371",27823.5930360419
20,339,"X0.0...371",32490.4807774216
22,339,"X0.0...371",34356.4387156386
24,339,"X0.0...371",34445.6020440087
25,339,"X0.0...371",22602.8987776971
26,339,"X0.0...371",31044.677325368
27,339,"X0.0...371",29148.8210557128
28,339,"X0.0...371",34439.4498421626
29,339,"X0.0...371",34337.0569147452
1,340,"X59784.0",51194.8460322593
3,340,"X59784.0",51226.6951762174
5,340,"X59784.0",51226.2141636617
7,340,"X59784.0",38093.9462474042
8,340,"X59784.0",37850.0465097439
9,340,"X59784.0",35287.9522748852
10,340,"X59784.0",51198.1608910161
11,340,"X59784.0",39315.6185489335
12,340,"X59784.0",24326.2685505614
13,340,"X59784.0",50681.5589632592
14,340,"X59784.0",50910.1416122513
15,340,"X59784.0",50027.04722043
16,340,"X59784.0",39273.7554153505
17,340,"X59784.0",59044.6046947417
18,340,"X59784.0",49026.1611131943
19,340,"X59784.0",50959.4026633318
21,340,"X59784.0",50521.9660316482
22,340,"X59784.0",51256.4803893483
23,340,"X59784.0",25246.5189566572
25,340,"X59784.0",43523.7840732102
27,340,"X59784.0",51092.377223376
9,341,"X377910.0",41439.5084849755
13,341,"X377910.0",38195.6033294906
25,341,"X377910.0",25329.1021500365
25,343,"X1564500.0",64623.5826959097
21,344,"X2184300.0",80402.7339243643
25,344,"X2184300.0",74844.9458208249
1,346,"X0.0...379",38333.9478173988
5,346,"X0.0...379",37866.0371216241
7,346,"X0.0...379",38139.6562198993
8,346,"X0.0...379",32982.9935209255
10,346,"X0.0...379",37643.6172185242
11,346,"X0.0...379",20681.8531800185
13,346,"X0.0...379",38016.1923451731
15,346,"X0.0...379",37316.6833108647
21,346,"X0.0...379",36464.8466700434
23,346,"X0.0...379",38371.9974129476
28,346,"X0.0...379",34555.4030029733
29,346,"X0.0...379",35669.5839081701
14,347,"X2361600.0",38112.892832118
25,347,"X2361600.0",18378.7590581285
1,349,"X175260.0",37677.8213232651
2,349,"X175260.0",37534.3427372704
3,349,"X175260.0",33323.9887157403
4,349,"X175260.0",37597.6247802135
5,349,"X175260.0",37668.5672018879
7,349,"X175260.0",33102.3942654821
8,349,"X175260.0",37652.7874872664
9,349,"X175260.0",33370.685230924
10,349,"X175260.0",30837.2228335201
11,349,"X175260.0",37593.6334927291
12,349,"X175260.0",36958.8065331332
13,349,"X175260.0",30263.4842845771
15,349,"X175260.0",37015.959447292
17,349,"X175260.0",36706.8842548097
19,349,"X175260.0",37343.4959325737
21,349,"X175260.0",37374.0479185702
22,349,"X175260.0",37575.7515935303
23,349,"X175260.0",31708.9113162717
25,349,"X175260.0",30402.5170358838
26,349,"X175260.0",37184.3807899948
27,349,"X175260.0",37598.7214362791
28,349,"X175260.0",37573.4065260937
29,349,"X175260.0",36185.5152740047
2,350,"X0.0...383",23251.6590326307
4,350,"X0.0...383",23230.4195661151
5,350,"X0.0...383",23064.2724550603
6,350,"X0.0...383",19921.9118659206
8,350,"X0.0...383",22076.9176681102
9,350,"X0.0...383",22883.1642198335
11,350,"X0.0...383",23317.7781904062
12,350,"X0.0...383",23106.5787154116
14,350,"X0.0...383",21468.5982588143
16,350,"X0.0...383",23326.3035569485
19,350,"X0.0...383",22827.2593666652
20,350,"X0.0...383",23277.188583617
21,350,"X0.0...383",23149.0044231808
22,350,"X0.0...383",23308.9790401061
23,350,"X0.0...383",23289.9699796687
25,350,"X0.0...383",18832.9749825352
29,350,"X0.0...383",23347.4200403251
21,351,"X337790.0",63147.5704430701
23,351,"X337790.0",62169.2775641913
25,351,"X337790.0",29177.5535529985
29,351,"X337790.0",49775.1839262476
25,353,"X660000.0",19550.6682815646
1,354,"X496750.0",17462.4572041471
3,354,"X496750.0",17574.1917998267
9,354,"X496750.0",16420.9646485491
10,354,"X496750.0",16796.3091947472
12,354,"X496750.0",16702.858321129
14,354,"X496750.0",16946.0116133528
18,354,"X496750.0",17065.2547094775
20,354,"X496750.0",14950.2468723144
23,354,"X496750.0",14243.2911685254
25,354,"X496750.0",15148.4658002601
27,354,"X496750.0",16307.7681270238
29,354,"X496750.0",17089.138400789
25,357,"X625390.0",15131.7466202259
1,358,"X0.0...392",23850.1057078775
4,358,"X0.0...392",18060.6127540128
6,358,"X0.0...392",21334.3433483175
7,358,"X0.0...392",20203.0746671561
8,358,"X0.0...392",24464.1809431632
9,358,"X0.0...392",23966.3070194363
15,358,"X0.0...392",24392.1508390272
20,358,"X0.0...392",24448.0913981486
3,359,"X90305.0",21767.2929189479
4,359,"X90305.0",21544.3514665595
7,359,"X90305.0",21091.0955367852
8,359,"X90305.0",20763.3241443686
9,359,"X90305.0",11612.1188459311
11,359,"X90305.0",20925.0579864379
13,359,"X90305.0",19999.204464773
21,359,"X90305.0",19257.3276947431
25,359,"X90305.0",4518.08521637117
25,360,"X1832200.0",55463.5222203604
9,361,"X555870.0",32935.3091075159
12,361,"X555870.0",33495.7346607657
13,361,"X555870.0",34629.0196736097
17,362,"X292070.0",19339.6066922307
21,362,"X292070.0",20047.8150305681
25,362,"X292070.0",20314.0505962675
23,363,"X4412800.0",26724.6139130913
4,364,"X393530.0",28130.5479294729
25,364,"X393530.0",12040.3339406488
3,367,"X100670.0",11795.144929343
6,367,"X100670.0",11860.9463276933
9,367,"X100670.0",11588.4487059874
11,367,"X100670.0",12145.0997485568
12,367,"X100670.0",11958.3263179987
15,367,"X100670.0",11924.1851716965
16,367,"X100670.0",6487.1886290147
17,367,"X100670.0",11383.4952239771
20,367,"X100670.0",12028.2180351474
21,367,"X100670.0",12206.6164713725
22,367,"X100670.0",12061.3144315314
25,367,"X100670.0",11831.6802240026
27,367,"X100670.0",12135.8484423064
28,367,"X100670.0",12205.7043812477
9,368,"X691810.0",15152.7370502781
13,370,"X123140.0",10284.6800802208
17,370,"X123140.0",10267.1284245905
21,370,"X123140.0",10279.5794454164
7,372,"X246140.0",21429.3727717452
9,372,"X246140.0",20705.4323191047
12,372,"X246140.0",20981.2758741924
14,372,"X246140.0",21150.9607565225
21,372,"X246140.0",21472.5880798883
25,372,"X246140.0",7610.51431341042
29,372,"X246140.0",19286.0728577513
3,373,"X102840.0",22267.0697654002
7,373,"X102840.0",17112.0901163669
8,373,"X102840.0",22266.62261411
9,373,"X102840.0",22194.2084960327
21,373,"X102840.0",20950.4203607334
23,373,"X102840.0",21331.5560081721
25,373,"X102840.0",4114.37755712617
28,373,"X102840.0",21973.7041817023
1,377,"X254230.0",24125.5541705532
9,377,"X254230.0",25140.701394353
12,377,"X254230.0",10179.7295154063
14,377,"X254230.0",23043.3238957811
25,377,"X254230.0",12063.9714752813
27,377,"X254230.0",25484.83487812
3,380,"X84048.0",41953.7549448608
5,380,"X84048.0",41152.6516995287
7,380,"X84048.0",36572.0013856278
8,380,"X84048.0",40035.6206173105
9,380,"X84048.0",41531.2947863954
10,380,"X84048.0",41502.8346763666
11,380,"X84048.0",41787.8817376094
13,380,"X84048.0",40920.7499584794
14,380,"X84048.0",41944.7714065732
15,380,"X84048.0",41580.0363609731
21,380,"X84048.0",41848.7845659404
23,380,"X84048.0",40514.4585513106
25,380,"X84048.0",27566.9186537766
27,380,"X84048.0",41916.3542785888
